,Start Date,End Date,D,T,Energy,Energy_lag1,T_Out
710,4/9/2016 18:10,4/9/2016 21:00,7,711,2880,3650,12.05833333
711,4/9/2016 21:10,4/9/2016 23:50,8,712,1010,2880,8.364705882
712,4/10/2016 0:00,4/10/2016 3:00,1,713,1000,1010,6.531578947
713,4/10/2016 3:10,4/10/2016 6:00,2,714,880,1000,4.897222222
714,4/10/2016 6:10,4/10/2016 9:00,3,715,1470,880,3.144444444
715,4/10/2016 9:10,4/10/2016 12:00,4,716,1870,1470,8.722222222
716,4/10/2016 12:10,4/10/2016 15:00,5,717,1040,1870,12.34444444
717,4/10/2016 15:10,4/10/2016 18:00,6,718,1220,1040,14.43611111
718,4/10/2016 18:10,4/10/2016 21:00,7,719,2200,1220,13.84722222
719,4/10/2016 21:10,4/10/2016 23:50,8,720,1000,2200,11.09705882
720,4/11/2016 0:00,4/11/2016 3:00,1,721,1000,1000,10.11315789
721,4/11/2016 3:10,4/11/2016 6:00,2,722,1070,1000,8.983333333
722,4/11/2016 6:10,4/11/2016 9:00,3,723,870,1070,10.55
723,4/11/2016 9:10,4/11/2016 12:00,4,724,1450,870,14.76944444
724,4/11/2016 12:10,4/11/2016 15:00,5,725,1410,1450,16.96388889
725,4/11/2016 15:10,4/11/2016 18:00,6,726,2390,1410,15.24444444
726,4/11/2016 18:10,4/11/2016 21:00,7,727,1980,2390,14.31388889
727,4/11/2016 21:10,4/11/2016 23:50,8,728,1040,1980,12.29117647
728,4/12/2016 0:00,4/12/2016 3:00,1,729,1000,1040,8.8
729,4/12/2016 3:10,4/12/2016 6:00,2,730,960,1000,6.780555556
730,4/12/2016 6:10,4/12/2016 9:00,3,731,1180,960,8.236111111
731,4/12/2016 9:10,4/12/2016 12:00,4,732,980,1180,12.71111111
732,4/12/2016 12:10,4/12/2016 15:00,5,733,1090,980,14.61111111
733,4/12/2016 15:10,4/12/2016 18:00,6,734,3510,1090,13.14722222
734,4/12/2016 18:10,4/12/2016 21:00,7,735,5990,3510,12.00555556
735,4/12/2016 21:10,4/12/2016 23:50,8,736,1190,5990,8.9
736,4/13/2016 0:00,4/13/2016 3:00,1,737,1010,1190,7.610526316
737,4/13/2016 3:10,4/13/2016 6:00,2,738,1670,1010,6.155555556
738,4/13/2016 6:10,4/13/2016 9:00,3,739,1580,1670,5.683333333
739,4/13/2016 9:10,4/13/2016 12:00,4,740,1120,1580,9.252777778
740,4/13/2016 12:10,4/13/2016 15:00,5,741,1370,1120,10.29166667
741,4/13/2016 15:10,4/13/2016 18:00,6,742,2600,1370,10.1
742,4/13/2016 18:10,4/13/2016 21:00,7,743,3390,2600,10.34166667
743,4/13/2016 21:10,4/13/2016 23:50,8,744,830,3390,6.161764706
744,4/14/2016 0:00,4/14/2016 3:00,1,745,1020,830,3.257894737
745,4/14/2016 3:10,4/14/2016 6:00,2,746,940,1020,1.591666667
746,4/14/2016 6:10,4/14/2016 9:00,3,747,1360,940,2.319444444
747,4/14/2016 9:10,4/14/2016 12:00,4,748,1340,1360,9.775
748,4/14/2016 12:10,4/14/2016 15:00,5,749,1140,1340,14.97777778
749,4/14/2016 15:10,4/14/2016 18:00,6,750,2820,1140,16.11388889
750,4/14/2016 18:10,4/14/2016 21:00,7,751,2820,2820,14.38333333
751,4/14/2016 21:10,4/14/2016 23:50,8,752,910,2820,12.68529412
752,4/15/2016 0:00,4/15/2016 3:00,1,753,1000,910,9.602631579
753,4/15/2016 3:10,4/15/2016 6:00,2,754,990,1000,9.558333333
754,4/15/2016 6:10,4/15/2016 9:00,3,755,6110,990,9.666666667
755,4/15/2016 9:10,4/15/2016 12:00,4,756,4140,6110,10.90555556
756,4/15/2016 12:10,4/15/2016 15:00,5,757,1250,4140,13.575
757,4/15/2016 15:10,4/15/2016 18:00,6,758,1480,1250,15.19259259
758,4/15/2016 18:10,4/15/2016 21:00,7,759,2600,1480,13.61851852
759,4/15/2016 21:10,4/15/2016 23:50,8,760,1350,2600,11.35294118
760,4/16/2016 0:00,4/16/2016 3:00,1,761,1010,1350,10.40526316
761,4/16/2016 3:10,4/16/2016 6:00,2,762,950,1010,9.444444444
762,4/16/2016 6:10,4/16/2016 9:00,3,763,1510,950,9.063888889
763,4/16/2016 9:10,4/16/2016 12:00,4,764,4210,1510,10.16944444
764,4/16/2016 12:10,4/16/2016 15:00,5,765,3510,4210,10.42777778
765,4/16/2016 15:10,4/16/2016 18:00,6,766,5020,3510,9.336111111
766,4/16/2016 18:10,4/16/2016 21:00,7,767,1930,5020,8.252777778
767,4/16/2016 21:10,4/16/2016 23:50,8,768,1180,1930,5.305882353
768,4/17/2016 0:00,4/17/2016 3:00,1,769,990,1180,3.392105263
769,4/17/2016 3:10,4/17/2016 6:00,2,770,930,990,1.280555556
770,4/17/2016 6:10,4/17/2016 9:00,3,771,1570,930,2.777777778
771,4/17/2016 9:10,4/17/2016 12:00,4,772,4190,1570,6.922222222
772,4/17/2016 12:10,4/17/2016 15:00,5,773,1510,4190,7.705555556
773,4/17/2016 15:10,4/17/2016 18:00,6,774,3050,1510,9.305555556
774,4/17/2016 18:10,4/17/2016 21:00,7,775,1980,3050,7.825
775,4/17/2016 21:10,4/17/2016 23:50,8,776,1030,1980,4.952941176
776,4/18/2016 0:00,4/18/2016 3:00,1,777,1120,1030,2.805263158
777,4/18/2016 3:10,4/18/2016 6:00,2,778,880,1120,0.738888889
778,4/18/2016 6:10,4/18/2016 9:00,3,779,950,880,2.102777778
779,4/18/2016 9:10,4/18/2016 12:00,4,780,1080,950,8.580555556
780,4/18/2016 12:10,4/18/2016 15:00,5,781,860,1080,11.09722222
781,4/18/2016 15:10,4/18/2016 18:00,6,782,2540,860,10.91111111
782,4/18/2016 18:10,4/18/2016 21:00,7,783,2090,2540,10.51111111
783,4/18/2016 21:10,4/18/2016 23:50,8,784,820,2090,6.75
784,4/19/2016 0:00,4/19/2016 3:00,1,785,910,820,6.684210526
785,4/19/2016 3:10,4/19/2016 6:00,2,786,1310,910,5.019444444
786,4/19/2016 6:10,4/19/2016 9:00,3,787,1550,1310,6.055555556
787,4/19/2016 9:10,4/19/2016 12:00,4,788,850,1550,9.780555556
788,4/19/2016 12:10,4/19/2016 15:00,5,789,880,850,12.41388889
789,4/19/2016 15:10,4/19/2016 18:00,6,790,2230,880,12.90833333
790,4/19/2016 18:10,4/19/2016 21:00,7,791,1880,2230,11.17777778
791,4/19/2016 21:10,4/19/2016 23:50,8,792,820,1880,7.129411765
792,4/20/2016 0:00,4/20/2016 3:00,1,793,930,820,5.018421053
793,4/20/2016 3:10,4/20/2016 6:00,2,794,910,930,3.486111111
794,4/20/2016 6:10,4/20/2016 9:00,3,795,1100,910,3.441666667
795,4/20/2016 9:10,4/20/2016 12:00,4,796,990,1100,9.094444444
796,4/20/2016 12:10,4/20/2016 15:00,5,797,1710,990,12.79444444
797,4/20/2016 15:10,4/20/2016 18:00,6,798,2260,1710,15.13333333
798,4/20/2016 18:10,4/20/2016 21:00,7,799,2780,2260,13.23888889
799,4/20/2016 21:10,4/20/2016 23:50,8,800,930,2780,9.076470588
800,4/21/2016 0:00,4/21/2016 3:00,1,801,980,930,7.323684211
801,4/21/2016 3:10,4/21/2016 6:00,2,802,980,980,5.855555556
802,4/21/2016 6:10,4/21/2016 9:00,3,803,930,980,5.602777778
803,4/21/2016 9:10,4/21/2016 12:00,4,804,940,930,11.55277778
804,4/21/2016 12:10,4/21/2016 15:00,5,805,1050,940,16.69722222
805,4/21/2016 15:10,4/21/2016 18:00,6,806,2170,1050,18.54166667
806,4/21/2016 18:10,4/21/2016 21:00,7,807,2850,2170,16.16944444
807,4/21/2016 21:10,4/21/2016 23:50,8,808,1170,2850,13.92352941
808,4/22/2016 0:00,4/22/2016 3:00,1,809,1220,1170,11.71578947
809,4/22/2016 3:10,4/22/2016 6:00,2,810,1270,1220,10.025
810,4/22/2016 6:10,4/22/2016 9:00,3,811,3040,1270,8.419444444
811,4/22/2016 9:10,4/22/2016 12:00,4,812,5770,3040,10.49722222
812,4/22/2016 12:10,4/22/2016 15:00,5,813,4140,5770,12.33888889
813,4/22/2016 15:10,4/22/2016 18:00,6,814,6040,4140,13.28888889
814,4/22/2016 18:10,4/22/2016 21:00,7,815,2100,6040,12.40833333
815,4/22/2016 21:10,4/22/2016 23:50,8,816,990,2100,10.36470588
816,4/23/2016 0:00,4/23/2016 3:00,1,817,1030,990,7.789473684
817,4/23/2016 3:10,4/23/2016 6:00,2,818,950,1030,6.552777778
818,4/23/2016 6:10,4/23/2016 9:00,3,819,1060,950,5.958333333
819,4/23/2016 9:10,4/23/2016 12:00,4,820,4120,1060,7.594444444
820,4/23/2016 12:10,4/23/2016 15:00,5,821,2400,4120,9.208333333
821,4/23/2016 15:10,4/23/2016 18:00,6,822,1390,2400,8.961111111
822,4/23/2016 18:10,4/23/2016 21:00,7,823,3060,1390,7.016666667
823,4/23/2016 21:10,4/23/2016 23:50,8,824,1110,3060,3.535294118
824,4/24/2016 0:00,4/24/2016 3:00,1,825,1010,1110,2.031578947
825,4/24/2016 3:10,4/24/2016 6:00,2,826,1020,1010,2.261111111
826,4/24/2016 6:10,4/24/2016 9:00,3,827,1320,1020,3.227777778
827,4/24/2016 9:10,4/24/2016 12:00,4,828,2550,1320,4.769444444
828,4/24/2016 12:10,4/24/2016 15:00,5,829,1130,2550,5.133333333
829,4/24/2016 15:10,4/24/2016 18:00,6,830,1570,1130,6.472222222
830,4/24/2016 18:10,4/24/2016 21:00,7,831,1860,1570,6.077777778
831,4/24/2016 21:10,4/24/2016 23:50,8,832,1320,1860,2.802941176
832,4/25/2016 0:00,4/25/2016 3:00,1,833,1250,1320,1.505263158
833,4/25/2016 3:10,4/25/2016 6:00,2,834,1290,1250,1.672222222
834,4/25/2016 6:10,4/25/2016 9:00,3,835,1030,1290,3.302777778
835,4/25/2016 9:10,4/25/2016 12:00,4,836,1090,1030,5.613888889
836,4/25/2016 12:10,4/25/2016 15:00,5,837,1100,1090,8.202777778
837,4/25/2016 15:10,4/25/2016 18:00,6,838,2010,1100,7.563888889
838,4/25/2016 18:10,4/25/2016 21:00,7,839,1950,2010,6.133333333
839,4/25/2016 21:10,4/25/2016 23:50,8,840,1100,1950,5.029411765
840,4/26/2016 0:00,4/26/2016 3:00,1,841,990,1100,2.805263158
841,4/26/2016 3:10,4/26/2016 6:00,2,842,1260,990,1.511111111
842,4/26/2016 6:10,4/26/2016 9:00,3,843,1480,1260,2.4
843,4/26/2016 9:10,4/26/2016 12:00,4,844,880,1480,5.580555556
844,4/26/2016 12:10,4/26/2016 15:00,5,845,870,880,5.038888889
845,4/26/2016 15:10,4/26/2016 18:00,6,846,2400,870,5.422222222
846,4/26/2016 18:10,4/26/2016 21:00,7,847,1850,2400,5.372222222
847,4/26/2016 21:10,4/26/2016 23:50,8,848,930,1850,2.179411765
848,4/27/2016 0:00,4/27/2016 3:00,1,849,920,930,2.692105263
849,4/27/2016 3:10,4/27/2016 6:00,2,850,920,920,2.647222222
850,4/27/2016 6:10,4/27/2016 9:00,3,851,1180,920,2.683333333
851,4/27/2016 9:10,4/27/2016 12:00,4,852,1230,1180,5.622222222
852,4/27/2016 12:10,4/27/2016 15:00,5,853,1420,1230,7.505555556
853,4/27/2016 15:10,4/27/2016 18:00,6,854,2030,1420,8.111111111
854,4/27/2016 18:10,4/27/2016 21:00,7,855,1970,2030,6.158333333
855,4/27/2016 21:10,4/27/2016 23:50,8,856,1140,1970,2.767647059
856,4/28/2016 0:00,4/28/2016 3:00,1,857,960,1140,0.460526316
857,4/28/2016 3:10,4/28/2016 6:00,2,858,1260,960,-0.15
858,4/28/2016 6:10,4/28/2016 9:00,3,859,1830,1260,1.416666667
859,4/28/2016 9:10,4/28/2016 12:00,4,860,1190,1830,6.461111111
860,4/28/2016 12:10,4/28/2016 15:00,5,861,890,1190,6.625
861,4/28/2016 15:10,4/28/2016 18:00,6,862,3380,890,8.891666667
862,4/28/2016 18:10,4/28/2016 21:00,7,863,3430,3380,8.830555556
863,4/28/2016 21:10,4/28/2016 23:50,8,864,870,3430,3.904901961
864,4/29/2016 0:00,4/29/2016 3:00,1,865,940,870,3.687719298
865,4/29/2016 3:10,4/29/2016 6:00,2,866,870,940,4.794444444
866,4/29/2016 6:10,4/29/2016 9:00,3,867,3320,870,6.333333333
867,4/29/2016 9:10,4/29/2016 12:00,4,868,2480,3320,7.261111111
868,4/29/2016 12:10,4/29/2016 15:00,5,869,3270,2480,7.908333333
869,4/29/2016 15:10,4/29/2016 18:00,6,870,2210,3270,8.252777778
870,4/29/2016 18:10,4/29/2016 21:00,7,871,2020,2210,8.438888889
871,4/29/2016 21:10,4/29/2016 23:50,8,872,950,2020,6.908823529
872,4/30/2016 0:00,4/30/2016 3:00,1,873,880,950,6.444736842
873,4/30/2016 3:10,4/30/2016 6:00,2,874,960,880,5.091666667
874,4/30/2016 6:10,4/30/2016 9:00,3,875,2780,960,5.272222222
875,4/30/2016 9:10,4/30/2016 12:00,4,876,5140,2780,7.586111111
876,4/30/2016 12:10,4/30/2016 15:00,5,877,3620,5140,9.916666667
877,4/30/2016 15:10,4/30/2016 18:00,6,878,4590,3620,10.41111111
878,4/30/2016 18:10,4/30/2016 21:00,7,879,1210,4590,9.163888889
879,4/30/2016 21:10,4/30/2016 23:50,8,880,1040,1210,6.014705882
880,5/1/2016 0:00,5/1/2016 3:00,1,881,980,1040,3.931578947
881,5/1/2016 3:10,5/1/2016 6:00,2,882,890,980,2.608333333
882,5/1/2016 6:10,5/1/2016 9:00,3,883,1280,890,3.747222222
883,5/1/2016 9:10,5/1/2016 12:00,4,884,1400,1280,8.527777778
884,5/1/2016 12:10,5/1/2016 15:00,5,885,1720,1400,11.41388889
885,5/1/2016 15:10,5/1/2016 18:00,6,886,4080,1720,13.35277778
886,5/1/2016 18:10,5/1/2016 21:00,7,887,2620,4080,12.46666667
887,5/1/2016 21:10,5/1/2016 23:50,8,888,1120,2620,7.882352941
888,5/2/2016 0:00,5/2/2016 3:00,1,889,930,1120,4.692105263
889,5/2/2016 3:10,5/2/2016 6:00,2,890,1260,930,2.222222222
890,5/2/2016 6:10,5/2/2016 9:00,3,891,1790,1260,4.169444444
891,5/2/2016 9:10,5/2/2016 12:00,4,892,970,1790,12.075
892,5/2/2016 12:10,5/2/2016 15:00,5,893,1490,970,15.8
893,5/2/2016 15:10,5/2/2016 18:00,6,894,2790,1490,16.48333333
894,5/2/2016 18:10,5/2/2016 21:00,7,895,2090,2790,14.44166667
895,5/2/2016 21:10,5/2/2016 23:50,8,896,1010,2090,12.12058824
896,5/3/2016 0:00,5/3/2016 3:00,1,897,930,1010,11.01842105
897,5/3/2016 3:10,5/3/2016 6:00,2,898,940,930,8.35
898,5/3/2016 6:10,5/3/2016 9:00,3,899,1010,940,7.761111111
899,5/3/2016 9:10,5/3/2016 12:00,4,900,890,1010,10.48888889
900,5/3/2016 12:10,5/3/2016 15:00,5,901,890,890,12.59444444
901,5/3/2016 15:10,5/3/2016 18:00,6,902,2260,890,14.05555556
902,5/3/2016 18:10,5/3/2016 21:00,7,903,2260,2260,12.56388889
903,5/3/2016 21:10,5/3/2016 23:50,8,904,860,2260,7.620588235
904,5/4/2016 0:00,5/4/2016 3:00,1,905,1010,860,4.426315789
905,5/4/2016 3:10,5/4/2016 6:00,2,906,950,1010,2.383333333
906,5/4/2016 6:10,5/4/2016 9:00,3,907,2120,950,4.772222222
907,5/4/2016 9:10,5/4/2016 12:00,4,908,1360,2120,12.13055556
908,5/4/2016 12:10,5/4/2016 15:00,5,909,1250,1360,14.95555556
909,5/4/2016 15:10,5/4/2016 18:00,6,910,1630,1250,15.84166667
910,5/4/2016 18:10,5/4/2016 21:00,7,911,2020,1630,14.69444444
911,5/4/2016 21:10,5/4/2016 23:50,8,912,1030,2020,10.28823529
912,5/5/2016 0:00,5/5/2016 3:00,1,913,950,1030,7.602631579
913,5/5/2016 3:10,5/5/2016 6:00,2,914,870,950,5.616666667
914,5/5/2016 6:10,5/5/2016 9:00,3,915,2450,870,7.213888889
915,5/5/2016 9:10,5/5/2016 12:00,4,916,1590,2450,14.17222222
916,5/5/2016 12:10,5/5/2016 15:00,5,917,1160,1590,17.63611111
917,5/5/2016 15:10,5/5/2016 18:00,6,918,2320,1160,19.24166667
918,5/5/2016 18:10,5/5/2016 21:00,7,919,1750,2320,18.01111111
919,5/5/2016 21:10,5/5/2016 23:50,8,920,1010,1750,13.21764706
920,5/6/2016 0:00,5/6/2016 3:00,1,921,960,1010,9.968421053
921,5/6/2016 3:10,5/6/2016 6:00,2,922,950,960,9.141666667
922,5/6/2016 6:10,5/6/2016 9:00,3,923,2530,950,10.72222222
923,5/6/2016 9:10,5/6/2016 12:00,4,924,3090,2530,17.23055556
924,5/6/2016 12:10,5/6/2016 15:00,5,925,2010,3090,21.11111111
925,5/6/2016 15:10,5/6/2016 18:00,6,926,1580,2010,22.51944444
926,5/6/2016 18:10,5/6/2016 21:00,7,927,2380,1580,21.26111111
927,5/6/2016 21:10,5/6/2016 23:50,8,928,1010,2380,15.37352941
928,5/7/2016 0:00,5/7/2016 3:00,1,929,1020,1010,13.39210526
929,5/7/2016 3:10,5/7/2016 6:00,2,930,960,1020,12.225
930,5/7/2016 6:10,5/7/2016 9:00,3,931,1980,960,14.16111111
931,5/7/2016 9:10,5/7/2016 12:00,4,932,2970,1980,20.45555556
932,5/7/2016 12:10,5/7/2016 15:00,5,933,1520,2970,23.76944444
933,5/7/2016 15:10,5/7/2016 18:00,6,934,1640,1520,24.64444444
934,5/7/2016 18:10,5/7/2016 21:00,7,935,2920,1640,22.78055556
935,5/7/2016 21:10,5/7/2016 23:50,8,936,980,2920,16.92058824
936,5/8/2016 0:00,5/8/2016 3:00,1,937,1050,980,12.70526316
937,5/8/2016 3:10,5/8/2016 6:00,2,938,970,1050,13.08333333
938,5/8/2016 6:10,5/8/2016 9:00,3,939,2040,970,15.25277778
939,5/8/2016 9:10,5/8/2016 12:00,4,940,1700,2040,21.71388889
940,5/8/2016 12:10,5/8/2016 15:00,5,941,1000,1700,24.68611111
941,5/8/2016 15:10,5/8/2016 18:00,6,942,990,1000,25.26111111
942,5/8/2016 18:10,5/8/2016 21:00,7,943,1140,990,23.99166667
943,5/8/2016 21:10,5/8/2016 23:50,8,944,980,1140,18.61470588
944,5/9/2016 0:00,5/9/2016 3:00,1,945,1060,980,16.04736842
945,5/9/2016 3:10,5/9/2016 6:00,2,946,1060,1060,13.24166667
946,5/9/2016 6:10,5/9/2016 9:00,3,947,1050,1060,13.775
947,5/9/2016 9:10,5/9/2016 12:00,4,948,1100,1050,19.93888889
948,5/9/2016 12:10,5/9/2016 15:00,5,949,2370,1100,22.41111111
949,5/9/2016 15:10,5/9/2016 18:00,6,950,2550,2370,22.89722222
950,5/9/2016 18:10,5/9/2016 21:00,7,951,1910,2550,21.21388889
951,5/9/2016 21:10,5/9/2016 23:50,8,952,1150,1910,18.78529412
952,5/10/2016 0:00,5/10/2016 3:00,1,953,1050,1150,16.05
953,5/10/2016 3:10,5/10/2016 6:00,2,954,1070,1050,14.775
954,5/10/2016 6:10,5/10/2016 9:00,3,955,1070,1070,15.36111111
955,5/10/2016 9:10,5/10/2016 12:00,4,956,990,1070,16.53888889
956,5/10/2016 12:10,5/10/2016 15:00,5,957,980,990,17.73611111
957,5/10/2016 15:10,5/10/2016 18:00,6,958,1570,980,19.51388889
958,5/10/2016 18:10,5/10/2016 21:00,7,959,1780,1570,18.41111111
959,5/10/2016 21:10,5/10/2016 23:50,8,960,990,1780,15.31176471
960,5/11/2016 0:00,5/11/2016 3:00,1,961,1050,990,14.94210526
961,5/11/2016 3:10,5/11/2016 6:00,2,962,1300,1050,14.63333333
962,5/11/2016 6:10,5/11/2016 9:00,3,963,1810,1300,14.62777778
963,5/11/2016 9:10,5/11/2016 12:00,4,964,1130,1810,17.91388889
964,5/11/2016 12:10,5/11/2016 15:00,5,965,1270,1130,21.29722222
965,5/11/2016 15:10,5/11/2016 18:00,6,966,1490,1270,22.8
966,5/11/2016 18:10,5/11/2016 21:00,7,967,1650,1490,18.51388889
967,5/11/2016 21:10,5/11/2016 23:50,8,968,970,1650,15.91176471
968,5/12/2016 0:00,5/12/2016 3:00,1,969,1070,970,13.80263158
969,5/12/2016 3:10,5/12/2016 6:00,2,970,1010,1070,12.41111111
970,5/12/2016 6:10,5/12/2016 9:00,3,971,940,1010,12.78611111
971,5/12/2016 9:10,5/12/2016 12:00,4,972,950,940,16.77222222
972,5/12/2016 12:10,5/12/2016 15:00,5,973,1010,950,20.26388889
973,5/12/2016 15:10,5/12/2016 18:00,6,974,2420,1010,21.2
974,5/12/2016 18:10,5/12/2016 21:00,7,975,1950,2420,19.14444444
975,5/12/2016 21:10,5/12/2016 23:50,8,976,1050,1950,15.94411765
976,5/13/2016 0:00,5/13/2016 3:00,1,977,1060,1050,14.80263158
977,5/13/2016 3:10,5/13/2016 6:00,2,978,1000,1060,12.62222222
978,5/13/2016 6:10,5/13/2016 9:00,3,979,4100,1000,13.51944444
979,5/13/2016 9:10,5/13/2016 12:00,4,980,3200,4100,18.06944444
980,5/13/2016 12:10,5/13/2016 15:00,5,981,5340,3200,21.46388889
981,5/13/2016 15:10,5/13/2016 18:00,6,982,4890,5340,22.82777778
982,5/13/2016 18:10,5/13/2016 21:00,7,983,3690,4890,18.76944444
983,5/13/2016 21:10,5/13/2016 23:50,8,984,1000,3690,11.96470588
984,5/14/2016 0:00,5/14/2016 3:00,1,985,1150,1000,9.3
985,5/14/2016 3:10,5/14/2016 6:00,2,986,1060,1150,8.738888889
986,5/14/2016 6:10,5/14/2016 9:00,3,987,1870,1060,8.705555556
987,5/14/2016 9:10,5/14/2016 12:00,4,988,2280,1870,9.75
988,5/14/2016 12:10,5/14/2016 15:00,5,989,2030,2280,11.28611111
989,5/14/2016 15:10,5/14/2016 18:00,6,990,3240,2030,11.93611111
990,5/14/2016 18:10,5/14/2016 21:00,7,991,1680,3240,9.916666667
991,5/14/2016 21:10,5/14/2016 23:50,8,992,1030,1680,7.188235294
992,5/15/2016 0:00,5/15/2016 3:00,1,993,1020,1030,4.921052632
993,5/15/2016 3:10,5/15/2016 6:00,2,994,880,1020,4.013888889
994,5/15/2016 6:10,5/15/2016 9:00,3,995,1650,880,5.725
995,5/15/2016 9:10,5/15/2016 12:00,4,996,1860,1650,9.566666667
996,5/15/2016 12:10,5/15/2016 15:00,5,997,1940,1860,11.92777778
997,5/15/2016 15:10,5/15/2016 18:00,6,998,2860,1940,13.23611111
998,5/15/2016 18:10,5/15/2016 21:00,7,999,2790,2860,10.54444444
999,5/15/2016 21:10,5/15/2016 23:50,8,1000,1980,2790,8.729411765
1000,5/16/2016 0:00,5/16/2016 3:00,1,1001,1100,1980,8.15
1001,5/16/2016 3:10,5/16/2016 6:00,2,1002,940,1100,7.341666667
1002,5/16/2016 6:10,5/16/2016 9:00,3,1003,1250,940,7.827777778
1003,5/16/2016 9:10,5/16/2016 12:00,4,1004,2140,1250,8.622222222
1004,5/16/2016 12:10,5/16/2016 15:00,5,1005,3180,2140,11.64722222
1005,5/16/2016 15:10,5/16/2016 18:00,6,1006,2910,3180,13.95
1006,5/16/2016 18:10,5/16/2016 21:00,7,1007,1930,2910,13.81111111
1007,5/16/2016 21:10,5/16/2016 23:50,8,1008,970,1930,11.10882353
1008,5/17/2016 0:00,5/17/2016 3:00,1,1009,1000,970,9.292105263
1009,5/17/2016 3:10,5/17/2016 6:00,2,1010,990,1000,8.813888889
1010,5/17/2016 6:10,5/17/2016 9:00,3,1011,1060,990,9.130555556
1011,5/17/2016 9:10,5/17/2016 12:00,4,1012,950,1060,13.11111111
1012,5/17/2016 12:10,5/17/2016 15:00,5,1013,880,950,16.45
1013,5/17/2016 15:10,5/17/2016 18:00,6,1014,1680,880,15.925
1014,5/17/2016 18:10,5/17/2016 21:00,7,1015,2040,1680,15.025
1015,5/17/2016 21:10,5/17/2016 23:50,8,1016,910,2040,12.38235294
1016,5/18/2016 0:00,5/18/2016 3:00,1,1017,1000,910,10.7
1017,5/18/2016 3:10,5/18/2016 6:00,2,1018,1030,1000,9.522222222
1018,5/18/2016 6:10,5/18/2016 9:00,3,1019,1100,1030,11.49722222
1019,5/18/2016 9:10,5/18/2016 12:00,4,1020,1160,1100,15.26944444
1020,5/18/2016 12:10,5/18/2016 15:00,5,1021,1390,1160,16.78611111
1021,5/18/2016 15:10,5/18/2016 18:00,6,1022,1880,1390,16.81944444
1022,5/18/2016 18:10,5/18/2016 21:00,7,1023,3240,1880,12.70555556
1023,5/18/2016 21:10,5/18/2016 23:50,8,1024,1040,3240,10.05294118
1024,5/19/2016 0:00,5/19/2016 3:00,1,1025,970,1040,8.134210526
1025,5/19/2016 3:10,5/19/2016 6:00,2,1026,990,970,7.916666667
1026,5/19/2016 6:10,5/19/2016 9:00,3,1027,960,990,8.408333333
1027,5/19/2016 9:10,5/19/2016 12:00,4,1028,870,960,11.28888889
1028,5/19/2016 12:10,5/19/2016 15:00,5,1029,1030,870,15.66111111
1029,5/19/2016 15:10,5/19/2016 18:00,6,1030,2360,1030,17.25
1030,5/19/2016 18:10,5/19/2016 21:00,7,1031,1930,2360,16.81388889
1031,5/19/2016 21:10,5/19/2016 23:50,8,1032,970,1930,12.90882353
1032,5/20/2016 0:00,5/20/2016 3:00,1,1033,910,970,9.884210526
1033,5/20/2016 3:10,5/20/2016 6:00,2,1034,1020,910,10.425
1034,5/20/2016 6:10,5/20/2016 9:00,3,1035,1650,1020,12.24722222
1035,5/20/2016 9:10,5/20/2016 12:00,4,1036,1370,1650,13.91111111
1036,5/20/2016 12:10,5/20/2016 15:00,5,1037,1140,1370,15.28333333
1037,5/20/2016 15:10,5/20/2016 18:00,6,1038,1060,1140,17.35277778
1038,5/20/2016 18:10,5/20/2016 21:00,7,1039,1260,1060,17.51388889
1039,5/20/2016 21:10,5/20/2016 23:50,8,1040,910,1260,13.82058824
1040,5/21/2016 0:00,5/21/2016 3:00,1,1041,980,910,14.16315789
1041,5/21/2016 3:10,5/21/2016 6:00,2,1042,950,980,13.28611111
1042,5/21/2016 6:10,5/21/2016 9:00,3,1043,2000,950,14.23055556
1043,5/21/2016 9:10,5/21/2016 12:00,4,1044,6920,2000,17.92777778
1044,5/21/2016 12:10,5/21/2016 15:00,5,1045,5360,6920,20.84444444
1045,5/21/2016 15:10,5/21/2016 18:00,6,1046,3110,5360,22.76944444
1046,5/21/2016 18:10,5/21/2016 21:00,7,1047,1920,3110,21.08888889
1047,5/21/2016 21:10,5/21/2016 23:50,8,1048,2040,1920,18.75294118
1048,5/22/2016 0:00,5/22/2016 3:00,1,1049,1060,2040,17.61052632
1049,5/22/2016 3:10,5/22/2016 6:00,2,1050,950,1060,15.68611111
1050,5/22/2016 6:10,5/22/2016 9:00,3,1051,1940,950,14.83333333
1051,5/22/2016 9:10,5/22/2016 12:00,4,1052,4020,1940,15.83611111
1052,5/22/2016 12:10,5/22/2016 15:00,5,1053,1920,4020,16.20833333
1053,5/22/2016 15:10,5/22/2016 18:00,6,1054,2740,1920,16.31944444
1054,5/22/2016 18:10,5/22/2016 21:00,7,1055,1960,2740,15.18888889
1055,5/22/2016 21:10,5/22/2016 23:50,8,1056,1270,1960,12.12352941
1056,5/23/2016 0:00,5/23/2016 3:00,1,1057,1060,1270,11.25526316
1057,5/23/2016 3:10,5/23/2016 6:00,2,1058,1020,1060,10.92777778
1058,5/23/2016 6:10,5/23/2016 9:00,3,1059,1010,1020,11.36111111
1059,5/23/2016 9:10,5/23/2016 12:00,4,1060,960,1010,12.66111111
1060,5/23/2016 12:10,5/23/2016 15:00,5,1061,1090,960,14.61388889
